Actor_name,character_types,character,Freebase_character_ID,Freebase_actor_ID,Freebase_character/actor_map_ID,Actor_gender,Actor_age_at_movie_release,Actor_date_of_birth,Actor_height_(in meters),Actor_ethnicity_(Freebase ID),unique_character_name,movie,Wikipedia_movie_ID,Freebase_movie_ID
Pat Morita,eccentric_mentor,Mr. Kesuke Miyagi,/m/025rqg0,/m/01xpxv,/m/0k5jxz,M,51.0,1932.0,1.6,/m/0cn68,Mr. Kesuke Miyagi,The Karate Kid,91133,/m/0mmbb
William Zabka,arrogant_kungfu_guy,Johnny Lawrence,/m/0h5nlb8,/m/038nt1,/m/0k5jyf,M,18.0,1965.0,1.73,/m/0h2138,,The Karate Kid,91133,/m/0mmbb
William Zabka,jerk_jock,Johnny Lawrence,/m/0h5nlb8,/m/038nt1,/m/0k5jyf,M,18.0,1965.0,1.73,/m/0h2138,,The Karate Kid,91133,/m/0mmbb
Ken Watanabe,warrior_poet,Katsumoto,/m/0c1rv08,/m/01_s7f,/m/0k5n1r,M,44.0,1959.0,1.85,/m/019kn7,,The Last Samurai,228274,/m/01h7bb
Naseeruddin Shah,father_to_his_men,Captain Nemo,/m/014s4v,/m/087z12,/m/0k5nrw,M,52.0,1950.0,1.78,/m/0dryh9k,Captain Nemo,The League of Extraordinary Gentlemen,4138142,/m/0bl3nn
Peta Wilson,heartbroken_badass,Mina Harker,/m/04vmkn,/m/01xcc7,/m/0k5ns0,F,32.0,1970.0,1.75,,Mina Harker,The League of Extraordinary Gentlemen,4138142,/m/0bl3nn
Tony Curran,gentleman_thief,Rodney Skinner,/m/04vmm2,/m/0btp05,/m/0k5ns5,M,33.0,1969.0,1.829,,,The League of Extraordinary Gentlemen,4138142,/m/0bl3nn
Tony Curran,loveable_rogue,Rodney Skinner,/m/04vmm2,/m/0btp05,/m/0k5ns5,M,33.0,1969.0,1.829,,,The League of Extraordinary Gentlemen,4138142,/m/0bl3nn
Shane West,young_gun,Tom Sawyer,/m/0c1sd26,/m/054v2v,/m/0k5nsh,M,25.0,1978.0,1.82,/m/0fqz6,Tom Sawyer,The League of Extraordinary Gentlemen,4138142,/m/0bl3nn
Johnny Depp,byronic_hero,"John Wilmot, 2nd Earl of Rochester",/m/0hzk4km,/m/0jfx1,/m/0k5ptk,M,41.0,1963.0,1.78,/m/01qhm_,,The Libertine,2157292,/m/06r1z1
Johnny Depp,casanova,"John Wilmot, 2nd Earl of Rochester",/m/0hzk4km,/m/0jfx1,/m/0k5ptk,M,41.0,1963.0,1.78,/m/01qhm_,,The Libertine,2157292,/m/06r1z1
Ian McKellen,eccentric_mentor,Gandalf,/m/0dz8q,/m/03ym1,/m/0k5s9d,M,62.0,1939.0,1.8,,,The Lord of the Rings: The Fellowship of the Ring,173941,/m/017gl1
Viggo Mortensen,master_swordsman,Aragorn,/m/0gwlg,/m/01ps2h8,/m/0k5scp,M,45.0,1958.0,1.803,/m/0dqqwy,,The Lord of the Rings: The Return of the King,174251,/m/017jd9
Horst Buchholz,young_gun,Chico,/m/02nwpw0,/m/01b8nj,/m/0k5tn5,M,26.0,1933.0,1.765,,,The Magnificent Seven,31556,/m/07rtf
Cameron Diaz,chanteuse,Tina Carlyle,/m/04dwxnl,/m/0bksh,/m/0k5wls,F,21.0,1972.0,1.75,/m/042gtr,,The Mask,1485962,/m/05567m
Pierce Brosnan,hitman_with_a_heart,Julian Noble,/m/0gl0r1r,/m/018p4y,/m/0k5wt7,M,52.0,1953.0,1.88,/m/03bkbh,,The Matador,3409175,/m/099_dw
Hugo Weaving,consummate_professional,Agent Smith,/m/01v5dj,/m/016ypb,/m/0k5wz1,M,38.0,1960.0,1.88,,Agent Smith,The Matrix,30007,/m/07cz2
Rachel Weisz,adventurer_archaeologist,Evelyn Carnahan-O'Connell,/m/02q86h3,/m/014x77,/m/0k5yzc,F,29.0,1970.0,1.7,/m/013b6_,,The Mummy,253828,/m/01ln5z
Larry Miller,dean_bitterman,Dean Richmond,/m/0clm1fm,/m/06gb2q,/m/0k60j5,M,42.0,1953.0,1.8,/m/041rx,Dean Richmond,The Nutty Professor,5215066,/m/0d87hc
Clint Eastwood,bounty_hunter,Josey Wales,/m/04640l1,/m/0bwh6,/m/0k61jr,M,46.0,1930.0,1.88,/m/09vc4s,,The Outlaw Josey Wales,75270,/m/0j_xl
Clint Eastwood,heartbroken_badass,Josey Wales,/m/04640l1,/m/0bwh6,/m/0k61jr,M,46.0,1930.0,1.88,/m/09vc4s,,The Outlaw Josey Wales,75270,/m/0j_xl
Sam Neill,crazy_jealous_guy,Alisdair Stewart,/m/0h2qv1_,/m/01ckhj,/m/0k63tb,M,45.0,1947.0,1.822,/m/02jvpv,,The Piano,133688,/m/0_b9f
Kevin Kline,the_chief,Dreyfus,/m/0gghg4q,/m/01gbn6,/m/0k63xm,M,58.0,1947.0,1.88,/m/01qhm_,,The Pink Panther,2581392,/m/07phbc
David Niven,gentleman_thief,Sir Charles Lytton,/m/0h5p0s1,/m/0f2df,/m/0k63yr,M,53.0,1910.0,1.83,/m/03lmx1,,The Pink Panther,2609169,/m/07rgg3
Hugh Jackman,byronic_hero,Robert Angier,/m/0gwrw46,/m/03h_9lg,/m/0k65k8,M,38.0,1968.0,1.89,/m/0bbz66j,,The Prestige,2809621,/m/084302
Chris Sarandon,evil_prince,Prince Humperdinck,/m/02nwq4w,/m/021b5,/m/0k65z0,M,45.0,1942.0,1.85,/m/038723,Prince Humperdinck,The Princess Bride,31153,/m/07nn0
Mandy Patinkin,master_swordsman,Inigo Montoya,/m/02nwq4f,/m/01nvmd_,/m/0k65z5,M,34.0,1952.0,1.85,/m/041rx,,The Princess Bride,31153,/m/07nn0
Mandy Patinkin,revenge,Inigo Montoya,/m/02nwq4f,/m/01nvmd_,/m/0k65z5,M,34.0,1952.0,1.85,/m/041rx,,The Princess Bride,31153,/m/07nn0
Mandy Patinkin,tranquil_fury,Inigo Montoya,/m/02nwq4f,/m/01nvmd_,/m/0k65z5,M,34.0,1952.0,1.85,/m/041rx,,The Princess Bride,31153,/m/07nn0
Danny Huston,cultured_badass,Arthur Burns,/m/0gjq057,/m/07vc_9,/m/0k66rt,M,42.0,1962.0,1.88,,,The Proposition,2912982,/m/08c4yn
Danny Huston,warrior_poet,Arthur Burns,/m/0gjq057,/m/07vc_9,/m/0k66rt,M,42.0,1962.0,1.88,,,The Proposition,2912982,/m/08c4yn
Chow Yun-Fat,hitman_with_a_heart,John Lee,/m/0gkjdbl,/m/0m9v7,/m/0k68kd,M,42.0,1955.0,1.83,/m/03bx0k4,,The Replacement Killers,1289336,/m/04qbts
Tim Curry,crazy_jealous_guy,Frank N. Furter,/m/02rl5gf,/m/07rzf,/m/0k69_1,M,29.0,1946.0,1.75,/m/02w7gg,,The Rocky Horror Picture Show,25491,/m/06cgf
Edmund Gwenn,absent_minded_professor,Dr. Harold Medford,/m/0h5whpq,/m/03bpcj,/m/0k6_br,M,,1877.0,,,,Them!,605676,/m/02vt5c
The Rock,bounty_hunter,Beck,/m/05n7l7l,/m/014g_s,/m/0k6bqx,M,31.0,1972.0,1.96,/m/07j80c,,The Rundown,284697,/m/01pvs1
Robert De Niro,gentleman_thief,Nick Wells,/m/0gxsb_f,/m/06cgy,/m/0k6d1f,M,57.0,1943.0,1.77,/m/0xnvg,,The Score,316092,/m/01tvvm
Ian McKellen,absent_minded_professor,Dr. Reinhardt Lane,/m/0gynqd6,/m/03ym1,/m/0k6fkc,M,55.0,1939.0,1.8,,,The Shadow,5991505,/m/0fjjjh
Anthony Hopkins,charmer,Hannibal Lecter,/m/0162dh,/m/0z4s,/m/0k6g86,M,53.0,1937.0,1.74,/m/02g7sp,Hannibal Lecter,The Silence of the Lambs,30006,/m/07cyl
Anthony Hopkins,cultured_badass,Hannibal Lecter,/m/0162dh,/m/0z4s,/m/0k6g86,M,53.0,1937.0,1.74,/m/02g7sp,Hannibal Lecter,The Silence of the Lambs,30006,/m/07cyl
Linda Hamilton,final_girl,Sarah Connor,/m/039cf6,/m/0g_z9,/m/0k6m_h,F,28.0,1956.0,1.68,,,The Terminator,30327,/m/07ghq
Sabu Dastagir,loveable_rogue,Abu,/m/05n8151,/m/06k5vz,/m/0k6nkk,M,16.0,1924.0,,/m/01336l,,The Thief of Bagdad,3406838,/m/099wbj
Elias Koteas,father_to_his_men,Capt. James 'Bugger' Staros,/m/0gl_jls,/m/073w14,/m/0k6nwg,M,37.0,1961.0,1.791,/m/067lrj,,The Thin Red Line,142465,/m/011ysn
Jason Statham,consummate_professional,Frank Martin,/m/026yqk6,/m/034hyc,/m/0k6r5t,M,35.0,1967.0,1.75,,Frank Martin,The Transporter,972958,/m/03vnxd
Bruce Willis,hitman_with_a_heart,Jimmy 'The Tulip' Tudeski,/m/04drwtv,/m/0h7pj,/m/0k6x0x,M,44.0,1955.0,1.8,,Jimmy 'The Tulip' Tudeski,The Whole Nine Yards,6446995,/m/0g5qvj
Cary Grant,gentleman_thief,John Robie,/m/0gxrjsk,/m/09qh1,/m/0k75r_,M,51.0,1904.0,1.87,,,To Catch a Thief,239009,/m/01jntj
Nicole Kidman,dumb_blonde,Suzanne Stone Maretto,/m/04dsqfd,/m/05dbf,/m/0k75t3,F,27.0,1967.0,1.791,/m/03bkbh,,To Die For,284619,/m/01pvl7
Bill Paxton,young_gun,Morgan Earp,/m/0h2kg3k,/m/01s7zw,/m/0k776f,M,38.0,1955.0,1.8,,,Tombstone,525113,/m/02ljhg
Orson Welles,dirty_cop,Police Captain Hank Quinlan,/m/0h6dyws,/m/05kh_,/m/0k78gf,M,42.0,1915.0,1.854,,,Touch of Evil,63504,/m/0h1kp
Tom Hanks,fastest_gun_in_the_west,Sheriff Woody,/m/064dv4,/m/0bxtg,/m/0k78tv,M,39.0,1956.0,1.83,/m/02p4q5p,Sheriff Woody,Toy Story,53085,/m/0dyb1
Denzel Washington,dirty_cop,Alonzo,/m/02nwrb1,/m/0pmhf,/m/0k79b3,M,46.0,1954.0,1.84,/m/0x67,,Training Day,171623,/m/01718w
Ryan O'Neal,henpecked_husband,Dr. Howard Bannister,/m/05pstc6,/m/015g_7,/m/0k7_cy,M,30.0,1941.0,1.85,/m/02ctzb,,"What's Up, Doc?",1159860,/m/04c8th
Jeff Bridges,playful_hacker,Kevin Flynn,/m/02nwrg6,/m/0flw6,/m/0k7cbl,M,32.0,1949.0,1.85,,,Tron,312757,/m/01tdmp
David Warner,corrupt_corporate_executive,Ed Dillinger,/m/02nwrf_,/m/017khj,/m/0k7cbx,M,40.0,1941.0,1.87,/m/041rx,,Tron,312757,/m/01tdmp
Brad Pitt,byronic_hero,Achilles,/m/0j1h5h0,/m/0c6qh,/m/0k7ckp,M,40.0,1963.0,1.8,,,Troy,323715,/m/01vw8k
Nick Nolte,crazy_jealous_guy,Jake McKenna,/m/05nd8w4,/m/0lkr7,/m/0k7gxk,M,56.0,1941.0,1.85,/m/03bkbh,,U Turn,2423428,/m/07c11y
Clint Eastwood,retired_outlaw,William Munny,/m/04cymz9,/m/0bwh6,/m/0k7l31,M,62.0,1930.0,1.88,/m/09vc4s,,Unforgiven,133574,/m/0_92w
Ralph Fiennes,egomaniac_hunter,Victor Quartermaine,/m/051vwc9,/m/0170qf,/m/0k7vr9,M,42.0,1962.0,1.83,,,Wallace & Gromit: The Curse of the Were-Rabbit,1784731,/m/05wp1p
Tim Robbins,crazy_survivalist,Harlan Ogilvy,/m/02nwrw_,/m/01nr36,/m/0k7w6s,M,46.0,1958.0,1.956,,,War of the Worlds,535335,/m/02mmwk
Matthew Broderick,playful_hacker,David Lightman,/m/0459yk_,/m/01vlj1g,/m/0k7w8p,M,21.0,1962.0,1.73,/m/041rx,,WarGames,34130,/m/08720
Clint Eastwood,egomaniac_hunter,John Wilson,/m/0gww9w1,/m/0bwh6,/m/0k818w,M,59.0,1930.0,1.88,/m/09vc4s,,"White Hunter, Black Heart",1179306,/m/04dx95
Christopher Lloyd,corrupt_corporate_executive,Judge Doom,/m/06qh98,/m/01l_yg,/m/0k81j_,M,49.0,1938.0,1.85,,,Who Framed Roger Rabbit,76018,/m/0k2sk
Bob Hoskins,hardboiled_detective,Eddie Valiant,/m/026hh6g,/m/015vq_,/m/0k81jp,M,45.0,1942.0,1.68,/m/09cqth,,Who Framed Roger Rabbit,76018,/m/0k2sk
Kevin Kline,gadgeteer_genius,Artemus Gordon,/m/09rfdj_,/m/01gbn6,/m/0k82tg,M,51.0,1947.0,1.88,/m/01qhm_,,Wild Wild West,244610,/m/01kff7
Kenneth Branagh,gadgeteer_genius,Dr. Loveless,/m/027jdxh,/m/0prjs,/m/0k82tm,M,38.0,1960.0,1.77,/m/0d7wh,,Wild Wild West,244610,/m/01kff7
Val Kilmer,master_swordsman,Madmartigan,/m/0gy8mqb,/m/0d_84,/m/0k8378,M,28.0,1959.0,1.83,/m/07bch9,,Willow,198313,/m/01hw5kk
Patricia Hayes,eccentric_mentor,Fin Raziel,/m/0h5qr8f,/m/064b3c,/m/0k837x,F,78.0,1909.0,1.54,,,Willow,198313,/m/01hw5kk
Laurence Olivier,crazy_jealous_guy,Heathcliff,/m/02nws49,/m/0byfz,/m/0k86mc,M,31.0,1907.0,1.78,,,Wuthering Heights,3823100,/m/0b1twg
Hugh Jackman,loveable_rogue,Wolverine,/m/01s283,/m/03h_9lg,/m/0k86q4,M,31.0,1968.0,1.89,/m/0bbz66j,,X-Men,19479460,/m/0d90m
Christian Bale,heartbroken_badass,Bruce Wayne,/m/0ch1fwy,/m/01wy5m,/m/0n4g1dv,M,38.0,1974.0,1.83,/m/02w7gg,,The Dark Knight Rises,29075630,/m/0bpm4yw
